document_id,clean_text,sentiment
3841,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3842,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3843,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3844,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3845,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3846,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3847,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3848,aameranwar thread lesson amp former minneapoli polic offic found guilti violat civ,Neutral
3849,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3850,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3851,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3852,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3853,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3854,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3855,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3856,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3857,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3858,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3859,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3860,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3861,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3862,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3863,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3864,inartfairnyk the west addit western industri made nice profit remov black leader expens civilia,Positive
3865,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3866,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3867,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3868,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3869,is mother n law way ladi choos futur famili wise mother let son grow blacklov love blackexcel blackgirlmag blackmoth weddingday melanin blacklivesmatt blackwomen blackisbeauti blackpow blackhistori http co kdawddwrv,Positive
3870,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3871,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3872,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3873,aameranwar thread lesson amp former minneapoli polic offic found guilti violat civ,Neutral
3874,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3875,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3876,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3877,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3878,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3879,alima thedaytheori i racial profil frustrat humili harass bulli racist medicalschem,Neutral
3880,alima south africa the truste gem auction fiduciari duti kkk medicalaidracialprofil http,Neutral
3881,cheridinovo thi shock we knew transphobia etc editor harvard law review year experi,Neutral
3882,alima dr stan moloabi po gem incompet constitut delinqu suffer self hate http co k,Negative
3883,alima dr stan moloabi po gem incompet constitut delinqu suffer self hate http co,Negative
3884,alima dr stan moloabi po gem incompet constitut delinqu suffer self hate http co y,Negative
3885,the complet page robertsmallsgraphicnovel i mix feel page it hard bring fruition i wish i better colour differ light i get better blackhistorymonth blacklivesmatt comicart http co juvnmuxxvz,Positive
3886,cheridinovo thi shock we knew transphobia etc editor harvard law review year experi,Neutral
3887,coco poof black live matter iphon wallet http co ulujrg black live matter today everi day blacklivesmatt equal,Negative
3888,stargeek observ eye storm http co paikefag career comic blog blacklivesmatt http co u,Positive
3889,i retweet i agre don like then kindli f ck i rather zero follow bunch fake as friend call blacklivesmatt anti fascist alli and ye unlik i do mean so go http co uupnogvaa,Negative
3890,oldmainbel ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Neutral
3891,cheridinovo thi shock we knew transphobia etc editor harvard law review year experi,Neutral
3892,inartfairnyk the west addit western industri made nice profit remov black leader expens civilia,Positive
3893,profnerdphd venmo amp cashapp right here vn webbwilson ca daunderdogg mutualaidrequest help blacklivesmatt chronicil disa,Positive
3894,black live matter iphon wallet http co ulujrg black live matter today everi day blacklivesmatt equal femin black activ feminist activist socialjustic liber justic gay lgbt http co vefsqdkn,Positive
3895,observ eye storm http co paikefag career comic blog blacklivesmatt http co uwtdrzuuq,Positive
3896,ding ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Neutral
3897,thi shock we knew transphobia etc editor harvard law review year experi bench ye black blackhistorymonth blacklivesmatt http co vklrupnmp,Negative
3898,alima south africa the truste gem auction fiduciari duti kkk medicalaidracialprofil http,Neutral
3899,the west addit western industri made nice profit remov black leader expens civilian loo live total destruct holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow http co fsnfejjsq,Positive
3900,tracyexplain watch courttv march but befor then watch courttv pm et black histori make w michael aya,Negative
3901,david guetta amp sia flame music love peac blacklivesmatt youtub spotifi http co qukirqqx,Positive
3902,black kid foster care the stress dc case kill blacklivesmatt http co paoxiximgz,Negative
3903,aameranwar thread lesson amp former minneapoli polic offic found guilti violat civ,Neutral
3904,profnerdphd venmo amp cashapp right here vn webbwilson ca daunderdogg mutualaidrequest help blacklivesmatt chronicil disa,Positive
3905,remind blacklivesmatt,Neutral
3906,j mahm even dark time like war peopl still find time racism amp xenophobia black peopl flee ukrain still,Negative
3907,thelivesthatmtr say name walter j brown iii blacklivesmatt,Neutral
3908,singcynett today niec turn mo tomorrow mark yr anniversari trayvon martin death blacklivesmatt,Neutral
3909,just deal racist freak clip soon activis ravensoftwar shame peopl like still exist enough racist anti racist i hope get ban clip acti id mo warzon racist blacklivesmatt,Neutral
3910,sarasidnercnn on ten year anniversari kill ryanyoungnew beauti job remind u trayvonmartin,Neutral
3911,sorayaresist for new follow i progress liber socialist believ woman right metoo,Positive
3912,ahmos meritamun the great egyptian civil belong black histori becaus egyptian black blackhistorymonth blacktwitt bhm blacklivesmatt http co izniolxvcc,Positive
3913,sarasidnercnn on ten year anniversari kill ryanyoungnew beauti job remind u trayvonmartin,Neutral
3914,fatcowinameadow garylinek all polish player societi support agre blacklivesmatt kneel god it realli hard understand you kneel ok,Positive
3915,j mahm even dark time like war peopl still find time racism amp xenophobia black peopl flee ukrain still,Negative
3916,nancywinningham find clubhous http co pcbimuqntj explorepag clubhouseth explor winningwithnancywinningham blackliv,Neutral
3917,dejaru getvaccin blacklivesmatt istandwithukrain follow pattern,Neutral
3918,yashimaa blklivesmatt wrote anythi russianinvas ukrain blacklivesmatt ukrainelivesmatt,Neutral
3919,chri brown with you music love peac blacklivesmatt youtub spotifi http co dwwwjfpqi,Positive
3920,fatcowinameadow garylinek the polish footbal refus kneel height blacklivesmatt movement glad kn,Positive
3921,johndelanci gene alway envis futur inclus progress i honour proud apart dr,Positive
3922,honestli give rat as two white supremacist nation kill selv absolut merci blacklivesmatt,Neutral
3923,yashimaa civilrightsorg wrote anyth russianinvas ukrain shame blacklivesmatt ukrainelivesmatt http,Neutral
3924,j mahm even dark time like war peopl still find time racism amp xenophobia black peopl flee ukrain still,Negative
3925,lemstraw noliewithbtc imagin candac owen would depart educ peopl fought,Neutral
3926,yashimaa civilrightsorg wrote anyth russianinvas ukrain shame blacklivesmatt ukrainelivesmatt http,Neutral
3927,yashimaa blklivesmatt wrote anythi russianinvas ukrain blacklivesmatt ukrainelivesmatt,Neutral
3928,inartfairnyk vladimir putin war crimin they never issu arrest warrant neo aryan vision maintain west,Negative
3929,diver differ diver embrac one anoth uniqu ola joseph visit http co gxumsfwnl learn politicalm keepcalm polit publicserv blackhistorymonth blackexcel blacklivesmatt blackprid http co obplanzro,Neutral
3930,so blindli follow white folk blacklivesmatt anti fascist bio odd secretli want u protest resist arrest make much fuss they never alli opportunist amp perform paper tiger f cking best,Positive
3931,j mahm even dark time like war peopl still find time racism amp xenophobia black peopl flee ukrain still,Negative
3932,where putin arrest warrant end day putin scare russia issu arrest warrant belaru opposit leader http co rkzqkghw holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow,Negative
3933,dejaru getvaccin blacklivesmatt istandwithukrain follow pattern,Neutral
3934,lemstraw noliewithbtc imagin candac owen would depart educ peopl fought,Neutral
3935,eagl eye cherri save tonight music love peac blacklivesmatt youtub spotifi http co nxnaqm,Positive
3936,sarasidnercnn on ten year anniversari kill ryanyoungnew beauti job remind u trayvonmartin,Neutral
3937,yashimaa civilrightsorg wrote anyth russianinvas ukrain shame blacklivesmatt ukrainelivesmatt http,Neutral
3938,say name gregori hill jr blacklivesmatt,Neutral
3939,dem cath love alway unit stand togeth blacklivesmatt http co bgxfmqwdtp,Positive
3940,gregori hill jr blacklivesmatt,Neutral
3941,marktsne it seem cdc like nation covid fatigu they know fight tire al,Neutral
3942,sarasidnercnn on ten year anniversari kill ryanyoungnew beauti job remind u trayvonmartin,Neutral
3943,sunnysanderjac becom anti racist allyship action blacklivesmatt http co nkugkljrz,Positive
3944,stevebartin joe rogan mock fit icon bill gate for give out health advic http co zhghnrl joerogan joeroganexperi,Positive
3945,nemi tari antonioguterr un hypocrit un what biafran flee nigeria everyday inhuman treatment nige,Negative
3946,blackzorro when black peopl fight racism happen countri polic judiciari uk usa etc politicia,Negative
3947,joe rogan mock fit icon bill gate for give out health advic http co zhghnrl joerogan joeroganexperi billgat fit fitnessmotiv blm blacklivesmatt conceptualjam capact thomasewood tombevanrcp lewrockwel,Positive
3948,sarasidnercnn on ten year anniversari kill ryanyoungnew beauti job remind u trayvonmartin,Neutral
3949,sarasidnercnn on ten year anniversari kill ryanyoungnew beauti job remind u trayvonmartin,Neutral
3950,yashimaa civilrightsorg wrote anyth russianinvas ukrain shame blacklivesmatt ukrainelivesmatt http,Neutral
3951,sarasidnercnn on ten year anniversari kill ryanyoungnew beauti job remind u trayvonmartin,Neutral
3952,dejaru getvaccin blacklivesmatt istandwithukrain follow pattern,Neutral
3953,nemi tari antonioguterr un hypocrit un what biafran flee nigeria everyday inhuman treatment nige,Negative
3954,vladimir putin war crimin they never issu arrest warrant neo aryan vision maintain west black untouch http co ivvzfxdjey holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow,Negative
3955,yashimaa blklivesmatt wrote anythi russianinvas ukrain blacklivesmatt ukrainelivesmatt,Neutral
3956,ultrarotom urgent plea help peopl kenya share donat run money foo,Neutral
3957,yashimaa blklivesmatt wrote anythi russianinvas ukrain blacklivesmatt ukrainelivesmatt,Neutral
3958,yashimaa blklivesmatt wrote anythi russianinvas ukrain blacklivesmatt ukrainelivesmatt,Neutral
3959,blklivesmatt wrote anythi russianinvas ukrain blacklivesmatt ukrainelivesmatt solidar http co vxxbmqza,Neutral
3960,sarasidnercnn on ten year anniversari kill ryanyoungnew beauti job remind u trayvonmartin,Neutral
3961,find clubhous http co pcbimuqntj explorepag clubhouseth explor winningwithnancywinningham blacklivesmatt motiv author entrepreneurship podcast blackshinesbrightest followm busi follobackforfolloback market,Neutral
3962,c e year old trayvon martin murder georg zimmerman year ago februari trayvonmartin blacklivesmatt,Positive
3963,dejaru getvaccin blacklivesmatt istandwithukrain follow pattern,Neutral
3964,mon jul portland oregon violent arrest made feder offic watch http co szpwhyn portlandoregon ppd blacklivesmatt blm defundthepolic abolishthepolic,Negative
3965,taylor dayn tell it to my heart music love peac blacklivesmatt youtub spotifi http co hayshhao,Positive
3966,daniel zandisussex sholamo sholamo is special rare i imagin life uk would like sholamo,Positive
3967,blackzorro when black peopl fight racism happen countri polic judiciari uk usa etc politicia,Negative
3968,gecko carfreemegac potenti induc posit social tip dynam rapid global transform carbon neu,Positive
3969,sarasidnercnn on ten year anniversari kill ryanyoungnew beauti job remind u trayvonmartin,Neutral
3970,yashimaa civilrightsorg wrote anyth russianinvas ukrain shame blacklivesmatt ukrainelivesmatt http,Neutral
3971,yashimaa civilrightsorg wrote anyth russianinvas ukrain shame blacklivesmatt ukrainelivesmatt http,Neutral
3972,ukrain still insitut act racism even time war no room for racism racism blacklivesmatt ukrainewar ukraineunderattack http co sllfaeaou,Neutral
3973,sarasidnercnn on ten year anniversari kill ryanyoungnew beauti job remind u trayvonmartin,Neutral
3974,on ten year anniversari kill ryanyoungnew beauti job remind u trayvonmartin death inspir gener activist martin death gave birth blacklivesmatt movement http co nenhclgxc,Neutral
3975,civilrightsorg wrote anyth russianinvas ukrain shame blacklivesmatt ukrainelivesmatt http co kfkglsfhd,Neutral
3976,dejaru getvaccin blacklivesmatt istandwithukrain follow pattern,Neutral
3977,democraci must facilit justic system treat all men equal modern day neo apartheid keep unfold eye http co sugpjxnk holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow,Positive
3978,j mahm even dark time like war peopl still find time racism amp xenophobia black peopl flee ukrain still,Negative
3979,cumeberechukwu nigeriainvas whi world attent ukrain nigeria state invad biafra the world won talk,Neutral
3980,black peopl liter die hand ppl power year amp inequ system that someth angri freedomconvoycanada freedomconvoy freedomconvoycanada ottawaseig ottawaoccupi ottawastrong blm blacklivesmatt http co ewnqjdrcss,Negative
3981,rodiimuspriim brentwood polic dog rip young woman scalp talmikab policebrut blm blacklivesmatt http co,Positive
3982,imag devast minneapoli caus blacklivesmatt far left extremist antifa minneapoli one score citi suffer similar destruct arson violenc death mass riot loot amp nationwid violenc http co nlstoqtlef,Positive
3983,lbeticc i need deposit can anyon help plea thi import i get today plea send help,Neutral
3984,j mahm even dark time like war peopl still find time racism amp xenophobia black peopl flee ukrain still,Negative
3985,usambun africamediahub but ok vote eritrean peopl call blacklivesmatt,Positive
3986,it seem cdc like nation covid fatigu they know fight tire alreadi not good saturdaythought saturdaymotiv writingcommun blacklivesmatt amwritingfict kindnessmatt strongertogeth resist http co klsutknveq,Negative
3987,tigist mukeshkapila abc un lost respect fall hard fast blacklivesmatt tigraymassarrest,Negative
3988,i like poll anyth i alway wonder ask wonder ethnic area length time took interest info saturdaythought saturdaymotiv writingcommun blacklivesmatt amwritingfict kindnessmatt strongertogeth resist http co hkfkuec,Neutral
3989,garylinek the polish footbal refus kneel height blacklivesmatt movement glad know proud select polit,Positive
3990,whi west never issu arrest warrant putin instead sat simpl white russia issu intern arrest warrant nav alli http co lpmmah holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow,Negative
3991,botdefund defund yazoo citi polic blacklivesmatt,Neutral
3992,unpjourn still time free articl blackhistorymonth a blacklivesmatt gain traction across u mani ba,Positive
3993,inartfairnyk west histori go way arrest remov black leader expens countri civilian popul kill,Negative
3994,cjoeytami yt supremaci racism bloodclaat stoprac blacklivesmatt,Neutral
3995,mahtotsselassi edenbfkn rabdianalyst to respond live matter blacklivesmatt i like say no live,Positive
3996,cjoeytami yt supremaci racism bloodclaat stoprac blacklivesmatt,Neutral
3997,inartfairnyk west histori go way arrest remov black leader expens countri civilian popul kill,Negative
3998,botdefund defund yazoo citi polic blacklivesmatt,Neutral
3999,edenbfkn rabdianalyst to respond live matter blacklivesmatt i like say no live matter lot other even un unfortun the live matter moment live famili amp friend tigray thi person amp hurt,Positive
4000,yt supremaci racism bloodclaat stoprac blacklivesmatt,Neutral
4001,west histori go way arrest remov black leader expens countri civilian popul kill amp displac refuge http co srcrxawfx holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow http co spclmmefti,Negative
4002,unpjourn still time free articl blackhistorymonth a blacklivesmatt gain traction across u mani ba,Positive
4003,defund yazoo citi polic blacklivesmatt,Neutral
4004,if comment belief bother stop follow read tweet i give f ck i like white i like lie fake influenc what u unforgiv i hate f ck all blm blacklivesmatt,Negative
4005,c e year old trayvon martin murder georg zimmerman year ago februari trayvonmartin blacklivesmatt,Positive
4006,tigist mukeshkapila abc un lost respect fall hard fast blacklivesmatt tigraymassarrest,Negative
4007,soul man were they white http co brefngiwx blacklivesmatt blackhistorymonth blackclov blackclov blackwomen bla,Neutral
4008,nemi tari antonioguterr un hypocrit un what biafran flee nigeria everyday inhuman treatment nige,Negative
4009,theblackchannel it disgust both i support race mix interraci relationship i also support peopl support i get behind white love nomine joe biden white destroy anyth touch blm blacklivesmatt,Negative
4010,daniel zandisussex sholamo sholamo is special rare i imagin life uk would like sholamo,Positive
4011,nemi tari antonioguterr un hypocrit un what biafran flee nigeria everyday inhuman treatment nige,Negative
4012,all putin white black equal treatment african leader we appal putin clear west gave green light http co ndbfmjiv holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow,Positive
4013,inartfairnyk it still sabbath even hell break lord help u look sky still look look ove,Neutral
4014,sunnysanderjac becom anti racist allyship action blacklivesmatt http co nkugkljrz,Positive
4015,gamerstran plea ignor topic thread black tran peopl urgent need help transcrowdfund blackhisto,Negative
4016,daniel zandisussex sholamo sholamo is special rare i imagin life uk would like sholamo,Positive
4017,zandisussex sholamo sholamo is special rare i imagin life uk would like sholamo never exist she done amaz work whole life i great respect blacklivesmatt blackhistorymonth meghanandharri abolishthemonarchi meghanmarklewon http co ektwvxudp,Positive
4018,here blacklivesmatt moment hear see democrat need black vote current whi ukrainian disallow black peopl leav countri no medium report sight http co tiobjwcbsi,Negative
4019,luelhelen thi least thing we must voic peopl ever tigraycantwait tigraygenocid,Negative
4020,thsbeauti be you the origin better copi you are impoant michelleobama blackhistorymonth blacklivesmatt bl,Positive
4021,kinggodzilla wlbt madk bencrumplaw therev blacklivesmatt let see ya give energi kid kil,Neutral
4022,oluwatinomar they know like live see today it grace god tgif inspir godisgreat f,Positive
4023,miamiadc good morn self woh saturday there day left everyth http co kgnxaqk codewor,Positive
4024,thsbeauti be you the origin better copi you are impoant michelleobama blackhistorymonth blacklivesmatt bl,Positive
4025,j mahm even dark time like war peopl still find time racism amp xenophobia black peopl flee ukrain still,Negative
4026,thsbeauti be you the origin better copi you are impoant michelleobama blackhistorymonth blacklivesmatt bl,Positive
4027,oldmainbel ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Neutral
4028,tracyexplain watch courttv march but befor then watch courttv pm et black histori make w michael aya,Negative
4029,miamiadc good morn self woh saturday there day left everyth http co kgnxaqk codewor,Positive
4030,inartfairnyk it still sabbath even hell break lord help u look sky still look look ove,Neutral
4031,thsbeauti be you the origin better copi you are impoant michelleobama blackhistorymonth blacklivesmatt bl,Positive
4032,marktsne nearli match net debut jamesharden disappoint i think nice fit er the east,Positive
4033,be you the origin better copi you are impoant michelleobama blackhistorymonth blacklivesmatt blackexcel youareenough youareimport youreimport beyou motiv inspir blackgirlmag blackgirlsrock thsb tellhershesbeauti http co ydmjbarp,Positive
4034,ding ding ding ding ding ding pennstat blacklivesmatt justiceforal,Neutral
4035,good morn self woh saturday there day left everyth http co kgnxaqk codeword blkhistori blackhistorymonth blackgirlsrock clothinglin selfworthapparel iammiavash apparelworth blacklivesmatt blackownedbusinessesmatt,Positive
4036,wlbt madk bencrumplaw therev blacklivesmatt let see ya give energi kid kill let make upset shooter white amp polic,Neutral
4037,queenezari histori alway repeat long good world evil alway hero n v,Negative
4038,gamerstran plea ignor topic thread black tran peopl urgent need help transcrowdfund blackhisto,Negative
4039,sunnysanderjac becom anti racist allyship action blacklivesmatt http co nkugkljrz,Positive
4040,it still sabbath even hell break lord help u look sky still look look mankind merci http co lslbmwpvn holocaustmemorialday mlk grenfelltow blacklivesmatt bidenharri oprahmeghanharri reparationsnow,Neutral
4041,calvinmoorley to say least i stronger wiser come yer racist remark i let break,Negative
4042,meandmydogbelli year ago trayvon martin lynch there justic gz becam hero right protect town,Positive
4043,nearli match net debut jamesharden disappoint i think nice fit er the east beast saturdaythought saturdaymotiv writingcommun blacklivesmatt amwritingfict kindnessmatt strongertogeth resist http co wxslciskf,Positive
4044,gordon rhonddabry it sound like sort pointless nonsens uklabour get involv like kneel b,Positive
4045,tigist drtedro nanaiamahuta who congratul hope tegaru blacklivesmatt tigraygenocid,Neutral
4046,black live matter photograph print http co zjwzwutdn black live matter today everi day blacklivesmatt equal femin black activ feminist activist socialjustic liber justic http co fhhjlkji,Negative
4047,thi classic comedi kingjam know richardjefferson ref broadcast what expect rj disagre hilari saturdaythought saturdaymotiv writingcommun blacklivesmatt amwritingfict kindnessmatt strongertogeth resist http co seyejwhb,Positive
4048,calvinmoorley to say least i stronger wiser come yer racist remark i let break,Negative
4049,cumeberechukwu nigeriainvas whi world attent ukrain nigeria state invad biafra the world won talk,Neutral
4050,sheilasobrani calvinmoorley i outrag prof but we refus defin anyon downplay taught other rem,Negative
4051,tbashark tue oct philadelphia pennsylvania offic slam protest ground arrest watch http co blkgw,Negative
4052,peep oh boy propos hi aunt say time blacklivesmatt madeahomecom,Neutral
4053,officialddsc twominkspodcast machinelearn causaltwitt indiedev devupd chatbot opensourc perl nodej supremecourt,Neutral
4054,wdi i give there someth seriou wrong peopl tri take happen ukrain tri make,Negative
4055,damarishil blacklivesmatt now event date thu feb pm fri feb pm sat feb,Neutral
4056,gamerstran onli hour left get much a tran life depend ignor gofundm belo,Positive
4057,jyotich congratul ketanji brown jackson scotu nomine be vegan justic womeninsci woman right blac,Positive
4058,ukcolumn oh dear blacklivesmatt start look like scam detail ghost fund emerg beyond reproach look,Neutral
4059,jyotich congratul ketanji brown jackson scotu nomine be vegan justic womeninsci woman right blac,Positive
4060,jyotich congratul ketanji brown jackson scotu nomine be vegan justic womeninsci woman right blac,Positive
4061,sanghisunit blacklivesmatt http co rcujewv,Neutral
4062,blacklivesmatt now event date thu feb pm fri feb pm sat feb pm sun feb pm http co saxenjgqgt,Neutral
4063,oh boy propos hi aunt say time blacklivesmatt madeahomecom,Neutral
4064,tue oct philadelphia pennsylvania offic slam protest ground arrest watch http co blkgwr philadelphiapennsylvania ppd blacklivesmatt blm defundthepolic abolishthepolic,Negative
4065,drtedro nanaiamahuta who congratul hope tegaru blacklivesmatt tigraygenocid,Neutral
4066,rhonddabry it sound like sort pointless nonsens uklabour get involv like kneel blacklivesmatt etc,Positive
4067,oh god coverup blacklivesmatt kenya http co qfedkasnj,Neutral
4068,mukeshkapila abc un lost respect fall hard fast blacklivesmatt tigraymassarrest,Negative
4069,alima lawless cmscaresu medicalaidracialprofil http co rsfvfielij cmscaresu thedpsa statesecurityr,Neutral
4070,alima lawless cmscaresu medicalaidracialprofil http co rsfvfhwkjj cmscaresu thedpsa statesecurityr,Neutral
4071,alima lawless cmscaresu medicalaidracialprofil http co rsfvfielij cmscaresu thedpsa statesecurityr,Neutral
4072,thejtfunk a huge thank lyricalhealeruk donat send amaz book unit kingdom i continu,Positive
4073,sheilasobrani calvinmoorley i outrag prof but we refus defin anyon downplay taught other rem,Negative
4074,alima lawless cmscaresu medicalaidracialprofil http co ifvhksfpo cmscaresu thedpsa statesecurityr,Neutral
4075,sheilasobrani calvinmoorley i outrag prof but we refus defin anyon downplay taught other rem,Negative
4076,soul man let hope thi is not anoth hati blacklivesmatt blackhistorymonth blackclov blackclov blackwomen blackhi,Neutral
4077,soul man let hope thi is not anoth hati blacklivesmatt blackhistorymonth blackclov blackclov blackwomen blackhi,Neutral
4078,soul man let hope thi is not anoth hati blacklivesmatt blackhistorymonth blackclov blackclov blackwomen blackhi,Neutral
4079,alima lawless cmscaresu medicalaidracialprofil http co ifvhksfpo cmscaresu thedpsa statesecurityr,Neutral
4080,alima lawless cmscaresu medicalaidracialprofil http co ifvhksfpo cmscaresu thedpsa statesecurityr,Neutral
4081,alima lawless cmscaresu medicalaidracialprofil http co ifvhksfpo cmscaresu thedpsa statesecurityr,Neutral
4082,gcrellef we shouldn use money servic neg peacenotwar ukraineunderattack yemenunderattack blacklivesmatt canc,Neutral
4083,alima lawless cmscaresu medicalaidracialprofil http co kzapxw cmscaresu thedpsa statesecurityr,Neutral
4084,africa ethiopia hamer tribe first time saw toothbrush http co xtttogbwt nocontextthorhh vascocostas vascocostas karl americanrenai blacklivesmatt blackhistorymonth blackhistoryculturecollect blackhistori retard savag selvagem,Negative
4085,seifgebr guy support addi abeba provid latest toy peopl leader blacklivesmatt tigrayissuff,Positive
4086,gcrellef we shouldn use money servic neg peacenotwar ukraineunderattack yemenunderattack blacklivesmatt canc,Neutral
4087,we shouldn use money servic neg peacenotwar ukraineunderattack yemenunderattack blacklivesmatt cancer unitedn trend donateukrain give follofolloback kremlinrussia e vitalikbuterin balaji brian armstrong elonmusk http co ujicakyu,Neutral
4088,alima lawless cmscaresu medicalaidracialprofil http co kzapxw cmscaresu thedpsa statesecurityr,Neutral
4089,soul man let hope thi is not anoth hati blacklivesmatt blackhistorymonth blackclov blackclov blackwomen blackhi,Neutral
4090,kodakbeauti mi lbc pensolelewi justic xaiver west battl creek mi justiceforzay blacklivesmatt civilright blackh,Neutral
4091,say name eric garner blacklivesmatt,Neutral
4092,soul man let hope thi is not anoth hati blacklivesmatt blackhistorymonth blackclov blackclov blackwomen blackhi,Neutral
4093,soulsurvivor blacklivesmatt blackhistorymonth have seen em http co emljqkfju,Neutral
4094,isselasantina think blackhistorymonth disgrac overshadow russian terrorist presid usa bom,Neutral
4095,whiteequai happi saturday all whitelivesmatt blacklivesmatt alllivesmatt,Neutral
4096,thedianoid today exactli year ago trayvon martin die sinc blacklivesmatt held everi year februari thi,Neutral
4097,say name eric garner blacklivesmatt,Neutral
4098,let hope thi is not anoth hati blacklivesmatt blackhistorymonth blackclov blackclov blackwomen blackhistori blackgirlmag blackish blackday blackadam worldwariii histori russiaukrainewar yemencantwait http co dawbxpslj via premiumtimesng,Neutral
4099,alima lawless cmscaresu medicalaidracialprofil http co kzapxw cmscaresu thedpsa statesecurityr,Neutral
4100,alima lawless cmscaresu medicalaidracialprofil http co kzapxw cmscaresu thedpsa statesecurityr,Neutral
4101,alima lawless cmscaresu medicalaidracialprofil http co ifvhksfpo cmscaresu thedpsa statesecurityr,Neutral
4102,alima lawless cmscaresu medicalaidracialprofil http co ifvhksfpo cmscaresu thedpsa statesecurityr,Neutral
4103,alima lawless cmscaresu medicalaidracialprofil http co ifvhksfpo cmscaresu thedpsa statesecurityr,Neutral
4104,alima lawless cmscaresu medicalaidracialprofil http co ifvhksfpo cmscaresu thedpsa statesecurityr,Neutral
4105,alima lawless cmscaresu medicalaidracialprofil http co rsfvfielij cmscaresu thedpsa statesecurityr,Neutral
4106,alima lawless cmscaresu medicalaidracialprofil http co rsfvfhwkjj cmscaresu thedpsa statesecurityr,Neutral
4107,alima lawless cmscaresu medicalaidracialprofil http co rsfvfielij cmscaresu thedpsa statesecurityr,Neutral
4108,alima lawless cmscaresu medicalaidracialprofil http co rsfvfielij cmscaresu thedpsa statesecurityr,Neutral
4109,alima lawless cmscaresu medicalaidracialprofil http co btlvotjsi cmscaresu thedpsa statesecurityr,Neutral
4110,alima lawless cmscaresu medicalaidracialprofil http co btlvotjsi cmscaresu thedpsa statesecurityr,Neutral
4111,alima lawless cmscaresu medicalaidracialprofil http co btlvotjsi cmscaresu thedpsa statesecurityr,Neutral
4112,alima lawless cmscaresu medicalaidracialprofil http co kzapxw cmscaresu thedpsa statesecurityr,Neutral
4113,blacklivesmatt blackhistorymonth have seen em http co emljqkfju,Neutral
4114,alima lawless cmscaresu medicalaidracialprofil http co kzapxw cmscaresu thedpsa statesecurityr,Neutral
